Expression	Value	Location	Type	
[1958]	2.92999982	0x20003310	float	
[1959]	2.92999982	0x20003314	float	
[1960]	2.92999982	0x20003318	float	
[1961]	2.92999982	0x2000331C	float	
[1962]	2.92999982	0x20003320	float	
[1963]	2.92999982	0x20003324	float	
[1964]	2.92999982	0x20003328	float	
[1965]	2.92999982	0x2000332C	float	
[1966]	2.92999982	0x20003330	float	
[1967]	2.92999982	0x20003334	float	
[1968]	2.92999982	0x20003338	float	
[1969]	2.92999982	0x2000333C	float	
[1970]	2.92999982	0x20003340	float	
[1971]	2.92999982	0x20003344	float	
[1972]	2.92999982	0x20003348	float	
[1973]	2.92999982	0x2000334C	float	
[1974]	2.92999982	0x20003350	float	
[1975]	2.92999982	0x20003354	float	
[1976]	2.92999982	0x20003358	float	
[1977]	2.92999982	0x2000335C	float	
[1978]	2.92999982	0x20003360	float	
[1979]	2.92999982	0x20003364	float	
[1980]	2.92999982	0x20003368	float	
[1981]	2.92999982	0x2000336C	float	
[1982]	2.92999982	0x20003370	float	
[1983]	2.92999982	0x20003374	float	
[1984]	2.92999982	0x20003378	float	
[1985]	2.92999982	0x2000337C	float	
[1986]	2.92999982	0x20003380	float	
[1987]	2.92999982	0x20003384	float	
[1988]	2.92999982	0x20003388	float	
[1989]	2.92999982	0x2000338C	float	
[1990]	2.92999982	0x20003390	float	
[1991]	2.92999982	0x20003394	float	
[1992]	2.92999982	0x20003398	float	
[1993]	2.92999982	0x2000339C	float	
[1994]	2.92999982	0x200033A0	float	
[1995]	2.92999982	0x200033A4	float	
[1996]	2.92999982	0x200033A8	float	
[1997]	2.92999982	0x200033AC	float	
[1998]	2.92999982	0x200033B0	float	
[1999]	2.92999982	0x200033B4	float	
[2000]	2.92999982	0x200033B8	float	
[2001]	2.92999982	0x200033BC	float	
[2002]	2.92999982	0x200033C0	float	
[2003]	2.92999982	0x200033C4	float	
[2004]	2.92999982	0x200033C8	float	
[2005]	2.92999982	0x200033CC	float	
[2006]	2.92999982	0x200033D0	float	
[2007]	2.92999982	0x200033D4	float	
[2008]	2.92999982	0x200033D8	float	
[2009]	2.92999982	0x200033DC	float	
[2010]	2.92999982	0x200033E0	float	
[2011]	2.92999982	0x200033E4	float	
[2012]	2.92999982	0x200033E8	float	
[2013]	2.92999982	0x200033EC	float	
[2014]	2.92999982	0x200033F0	float	
[2015]	2.92999982	0x200033F4	float	
[2016]	2.92999982	0x200033F8	float	
[2017]	2.92999982	0x200033FC	float	
[2018]	2.92999982	0x20003400	float	
[2019]	2.92999982	0x20003404	float	
[2020]	2.92999982	0x20003408	float	
[2021]	2.92999982	0x2000340C	float	
[2022]	2.92999982	0x20003410	float	
[2023]	2.92999982	0x20003414	float	
[2024]	2.92999982	0x20003418	float	
[2025]	2.92999982	0x2000341C	float	
[2026]	2.92999982	0x20003420	float	
[2027]	2.92999982	0x20003424	float	
[2028]	2.92999982	0x20003428	float	
[2029]	2.92999982	0x2000342C	float	
[2030]	2.92999982	0x20003430	float	
[2031]	2.92999982	0x20003434	float	
[2032]	2.92999982	0x20003438	float	
[2033]	2.91999983	0x2000343C	float	
[2034]	2.91999983	0x20003440	float	
[2035]	2.91999983	0x20003444	float	
[2036]	2.91999983	0x20003448	float	
[2037]	2.91999983	0x2000344C	float	
[2038]	2.91999983	0x20003450	float	
[2039]	2.91999983	0x20003454	float	
[2040]	2.91999983	0x20003458	float	
[2041]	2.91999983	0x2000345C	float	
[2042]	2.91999983	0x20003460	float	
[2043]	2.91999983	0x20003464	float	
[2044]	2.91999983	0x20003468	float	
[2045]	2.91999983	0x2000346C	float	
[2046]	2.91999983	0x20003470	float	
[2047]	2.91999983	0x20003474	float	
[2048]	2.91999983	0x20003478	float	
[2049]	2.91999983	0x2000347C	float	
[2050]	2.91999983	0x20003480	float	
[2051]	2.91999983	0x20003484	float	
[2052]	2.91999983	0x20003488	float	
[2053]	2.91999983	0x2000348C	float	
[2054]	2.91999983	0x20003490	float	
[2055]	2.91999983	0x20003494	float	
[2056]	2.91999983	0x20003498	float	
[2057]	2.91999983	0x2000349C	float	
[2058]	2.91999983	0x200034A0	float	
[2059]	2.91999983	0x200034A4	float	
[2060]	2.91999983	0x200034A8	float	
[2061]	2.91999983	0x200034AC	float	
[2062]	2.91999983	0x200034B0	float	
[2063]	2.91999983	0x200034B4	float	
[2064]	2.91999983	0x200034B8	float	
[2065]	2.91999983	0x200034BC	float	
[2066]	2.91999983	0x200034C0	float	
[2067]	2.91999983	0x200034C4	float	
[2068]	2.91999983	0x200034C8	float	
[2069]	2.91999983	0x200034CC	float	
[2070]	2.91999983	0x200034D0	float	
[2071]	2.91999983	0x200034D4	float	
[2072]	2.91999983	0x200034D8	float	
[2073]	2.91999983	0x200034DC	float	
[2074]	2.91999983	0x200034E0	float	
[2075]	2.91999983	0x200034E4	float	
[2076]	2.91999983	0x200034E8	float	
[2077]	2.91999983	0x200034EC	float	
[2078]	2.91999983	0x200034F0	float	
[2079]	2.91999983	0x200034F4	float	
[2080]	2.91999983	0x200034F8	float	
[2081]	2.91999983	0x200034FC	float	
[2082]	2.91999983	0x20003500	float	
[2083]	2.91999983	0x20003504	float	
[2084]	2.91999983	0x20003508	float	
[2085]	2.91999983	0x2000350C	float	
[2086]	2.91999983	0x20003510	float	
[2087]	2.91999983	0x20003514	float	
[2088]	2.91999983	0x20003518	float	
[2089]	2.90999984	0x2000351C	float	
[2090]	2.90999984	0x20003520	float	
[2091]	2.90999984	0x20003524	float	
[2092]	2.90999984	0x20003528	float	
[2093]	2.90999984	0x2000352C	float	
[2094]	2.90999984	0x20003530	float	
[2095]	2.90999984	0x20003534	float	
[2096]	2.90999984	0x20003538	float	
[2097]	2.90999984	0x2000353C	float	
[2098]	2.90999984	0x20003540	float	
[2099]	2.90999984	0x20003544	float	
[2100]	2.90999984	0x20003548	float	
[2101]	2.90999984	0x2000354C	float	
[2102]	2.90999984	0x20003550	float	
[2103]	2.90999984	0x20003554	float	
[2104]	2.90999984	0x20003558	float	
[2105]	2.90999984	0x2000355C	float	
[2106]	2.90999984	0x20003560	float	
[2107]	2.90999984	0x20003564	float	
[2108]	2.90999984	0x20003568	float	
[2109]	2.90999984	0x2000356C	float	
[2110]	2.90999984	0x20003570	float	
[2111]	2.90999984	0x20003574	float	
[2112]	2.90999984	0x20003578	float	
[2113]	2.90999984	0x2000357C	float	
[2114]	2.90999984	0x20003580	float	
[2115]	2.90999984	0x20003584	float	
[2116]	2.90999984	0x20003588	float	
[2117]	2.90999984	0x2000358C	float	
[2118]	2.90999984	0x20003590	float	
[2119]	2.90999984	0x20003594	float	
[2120]	2.90999984	0x20003598	float	
[2121]	2.90999984	0x2000359C	float	
[2122]	2.90999984	0x200035A0	float	
[2123]	2.90999984	0x200035A4	float	
[2124]	2.90999984	0x200035A8	float	
[2125]	2.90999984	0x200035AC	float	
[2126]	2.90999984	0x200035B0	float	
[2127]	2.90999984	0x200035B4	float	
[2128]	2.90999984	0x200035B8	float	
[2129]	2.90999984	0x200035BC	float	
[2130]	2.90999984	0x200035C0	float	
[2131]	2.90999984	0x200035C4	float	
[2132]	2.90999984	0x200035C8	float	
[2133]	2.90999984	0x200035CC	float	
[2134]	2.90999984	0x200035D0	float	
[2135]	2.90999984	0x200035D4	float	
[2136]	2.90999984	0x200035D8	float	
[2137]	2.90999984	0x200035DC	float	
[2138]	2.90999984	0x200035E0	float	
[2139]	2.90999984	0x200035E4	float	
[2140]	2.90999984	0x200035E8	float	
[2141]	2.90999984	0x200035EC	float	
[2142]	2.90999984	0x200035F0	float	
[2143]	2.90999984	0x200035F4	float	
[2144]	2.90999984	0x200035F8	float	
[2145]	2.90999984	0x200035FC	float	
[2146]	2.90999984	0x20003600	float	
[2147]	2.90999984	0x20003604	float	
[2148]	2.90999984	0x20003608	float	
[2149]	2.90999984	0x2000360C	float	
[2150]	2.90999984	0x20003610	float	
[2151]	2.90999984	0x20003614	float	
[2152]	2.90999984	0x20003618	float	
[2153]	2.90999984	0x2000361C	float	
[2154]	2.90999984	0x20003620	float	
[2155]	2.90999984	0x20003624	float	
[2156]	2.90999984	0x20003628	float	
[2157]	2.90999984	0x2000362C	float	
[2158]	2.90999984	0x20003630	float	
[2159]	2.90999984	0x20003634	float	
[2160]	2.90999984	0x20003638	float	
[2161]	2.90999984	0x2000363C	float	
[2162]	2.90999984	0x20003640	float	
[2163]	2.90999984	0x20003644	float	
[2164]	2.89999985	0x20003648	float	
[2165]	2.89999985	0x2000364C	float	
[2166]	2.89999985	0x20003650	float	
[2167]	2.89999985	0x20003654	float	
[2168]	2.89999985	0x20003658	float	
[2169]	2.89999985	0x2000365C	float	
[2170]	2.89999985	0x20003660	float	
[2171]	2.89999985	0x20003664	float	
[2172]	2.89999985	0x20003668	float	
[2173]	2.89999985	0x2000366C	float	
[2174]	2.89999985	0x20003670	float	
[2175]	2.89999985	0x20003674	float	
[2176]	2.89999985	0x20003678	float	
[2177]	2.89999985	0x2000367C	float	
[2178]	2.89999985	0x20003680	float	
[2179]	2.89999985	0x20003684	float	
[2180]	2.89999985	0x20003688	float	
[2181]	2.89999985	0x2000368C	float	
[2182]	2.89999985	0x20003690	float	
[2183]	2.89999985	0x20003694	float	
[2184]	2.89999985	0x20003698	float	
[2185]	2.89999985	0x2000369C	float	
[2186]	2.89999985	0x200036A0	float	
[2187]	2.89999985	0x200036A4	float	
[2188]	2.89999985	0x200036A8	float	
[2189]	2.89999985	0x200036AC	float	
[2190]	2.89999985	0x200036B0	float	
[2191]	2.89999985	0x200036B4	float	
[2192]	2.89999985	0x200036B8	float	
[2193]	2.89999985	0x200036BC	float	
[2194]	2.89999985	0x200036C0	float	
[2195]	2.89999985	0x200036C4	float	
[2196]	2.89999985	0x200036C8	float	
[2197]	2.89999985	0x200036CC	float	
[2198]	2.89999985	0x200036D0	float	
[2199]	2.89999985	0x200036D4	float	
[2200]	2.89999985	0x200036D8	float	
[2201]	2.89999985	0x200036DC	float	
[2202]	2.89999985	0x200036E0	float	
[2203]	2.89999985	0x200036E4	float	
[2204]	2.89999985	0x200036E8	float	
[2205]	2.89999985	0x200036EC	float	
[2206]	2.89999985	0x200036F0	float	
[2207]	2.89999985	0x200036F4	float	
[2208]	2.89999985	0x200036F8	float	
[2209]	2.89999985	0x200036FC	float	
[2210]	2.89999985	0x20003700	float	
[2211]	2.89999985	0x20003704	float	
[2212]	2.89999985	0x20003708	float	
[2213]	2.89999985	0x2000370C	float	
[2214]	2.89999985	0x20003710	float	
[2215]	2.89999985	0x20003714	float	
[2216]	2.89999985	0x20003718	float	
[2217]	2.89999985	0x2000371C	float	
[2218]	2.89999985	0x20003720	float	
[2219]	2.89999985	0x20003724	float	
[2220]	2.89999985	0x20003728	float	
[2221]	2.89999985	0x2000372C	float	
[2222]	2.89999985	0x20003730	float	
[2223]	2.89999985	0x20003734	float	
[2224]	2.89999985	0x20003738	float	
[2225]	2.89999985	0x2000373C	float	
[2226]	2.89999985	0x20003740	float	
[2227]	2.89999985	0x20003744	float	
[2228]	2.89999985	0x20003748	float	
[2229]	2.89999985	0x2000374C	float	
[2230]	2.89999985	0x20003750	float	
[2231]	2.89999985	0x20003754	float	
[2232]	2.89999985	0x20003758	float	
[2233]	2.89999985	0x2000375C	float	
[2234]	2.89999985	0x20003760	float	
[2235]	2.89999985	0x20003764	float	
[2236]	2.89999985	0x20003768	float	
[2237]	2.89999985	0x2000376C	float	
[2238]	2.89999985	0x20003770	float	
[2239]	2.89999985	0x20003774	float	
[2240]	2.89999985	0x20003778	float	
[2241]	2.89999985	0x2000377C	float	
[2242]	2.89999985	0x20003780	float	
[2243]	2.89999985	0x20003784	float	
[2244]	2.89999985	0x20003788	float	
[2245]	2.89999985	0x2000378C	float	
[2246]	2.89999985	0x20003790	float	
[2247]	2.89999985	0x20003794	float	
[2248]	2.89999985	0x20003798	float	
[2249]	2.89999985	0x2000379C	float	
[2250]	2.89999985	0x200037A0	float	
[2251]	2.89999985	0x200037A4	float	
[2252]	2.89999985	0x200037A8	float	
[2253]	2.89999985	0x200037AC	float	
[2254]	2.88999986	0x200037B0	float	
[2255]	2.88999986	0x200037B4	float	
[2256]	2.88999986	0x200037B8	float	
[2257]	2.88999986	0x200037BC	float	
[2258]	2.88999986	0x200037C0	float	
[2259]	2.88999986	0x200037C4	float	
[2260]	2.88999986	0x200037C8	float	
[2261]	2.88999986	0x200037CC	float	
[2262]	2.88999986	0x200037D0	float	
[2263]	2.88999986	0x200037D4	float	
[2264]	2.88999986	0x200037D8	float	
[2265]	2.88999986	0x200037DC	float	
[2266]	2.88999986	0x200037E0	float	
[2267]	2.88999986	0x200037E4	float	
[2268]	2.88999986	0x200037E8	float	
[2269]	2.88999986	0x200037EC	float	
[2270]	2.88999986	0x200037F0	float	
[2271]	2.88999986	0x200037F4	float	
[2272]	2.88999986	0x200037F8	float	
[2273]	2.88999986	0x200037FC	float	
[2274]	2.88999986	0x20003800	float	
[2275]	2.88999986	0x20003804	float	
[2276]	2.88999986	0x20003808	float	
[2277]	2.88999986	0x2000380C	float	
[2278]	2.88999986	0x20003810	float	
[2279]	2.88999986	0x20003814	float	
[2280]	2.88999986	0x20003818	float	
[2281]	2.88999986	0x2000381C	float	
[2282]	2.88999986	0x20003820	float	
[2283]	2.88999986	0x20003824	float	
[2284]	2.88999986	0x20003828	float	
[2285]	2.88999986	0x2000382C	float	
[2286]	2.88999986	0x20003830	float	
[2287]	2.88999986	0x20003834	float	
[2288]	2.88999986	0x20003838	float	
[2289]	2.88999986	0x2000383C	float	
[2290]	2.88999986	0x20003840	float	
[2291]	2.88999986	0x20003844	float	
[2292]	2.88999986	0x20003848	float	
[2293]	2.88999986	0x2000384C	float	
[2294]	2.88999986	0x20003850	float	
[2295]	2.88999986	0x20003854	float	
[2296]	2.88999986	0x20003858	float	
[2297]	2.88999986	0x2000385C	float	
[2298]	2.88999986	0x20003860	float	
[2299]	2.88999986	0x20003864	float	
[2300]	2.88999986	0x20003868	float	
[2301]	2.88999986	0x2000386C	float	
[2302]	2.88999986	0x20003870	float	
[2303]	2.88999986	0x20003874	float	
[2304]	2.88999986	0x20003878	float	
[2305]	2.88999986	0x2000387C	float	
[2306]	2.88999986	0x20003880	float	
[2307]	2.88999986	0x20003884	float	
[2308]	2.88999986	0x20003888	float	
[2309]	2.88999986	0x2000388C	float	
[2310]	2.88999986	0x20003890	float	
[2311]	2.88999986	0x20003894	float	
[2312]	2.88999986	0x20003898	float	
[2313]	2.88999986	0x2000389C	float	
[2314]	2.88999986	0x200038A0	float	
[2315]	2.88999986	0x200038A4	float	
[2316]	2.88999986	0x200038A8	float	
[2317]	2.88999986	0x200038AC	float	
[2318]	2.88999986	0x200038B0	float	
[2319]	2.88999986	0x200038B4	float	
[2320]	2.88999986	0x200038B8	float	
[2321]	2.88999986	0x200038BC	float	
[2322]	2.88999986	0x200038C0	float	
[2323]	2.88999986	0x200038C4	float	
[2324]	2.88999986	0x200038C8	float	
[2325]	2.88999986	0x200038CC	float	
[2326]	2.88999986	0x200038D0	float	
[2327]	2.88999986	0x200038D4	float	
[2328]	2.87999987	0x200038D8	float	
[2329]	2.87999987	0x200038DC	float	
[2330]	2.87999987	0x200038E0	float	
[2331]	2.87999987	0x200038E4	float	
[2332]	2.87999987	0x200038E8	float	
[2333]	2.87999987	0x200038EC	float	
[2334]	2.87999987	0x200038F0	float	
[2335]	2.87999987	0x200038F4	float	
[2336]	2.87999987	0x200038F8	float	
[2337]	2.87999987	0x200038FC	float	
[2338]	2.87999987	0x20003900	float	
[2339]	2.87999987	0x20003904	float	
[2340]	2.87999987	0x20003908	float	
[2341]	2.87999987	0x2000390C	float	
[2342]	2.87999987	0x20003910	float	
[2343]	2.87999987	0x20003914	float	
[2344]	2.87999987	0x20003918	float	
[2345]	2.87999987	0x2000391C	float	
[2346]	2.87999987	0x20003920	float	
[2347]	2.87999987	0x20003924	float	
[2348]	2.87999987	0x20003928	float	
[2349]	2.87999987	0x2000392C	float	
[2350]	2.87999987	0x20003930	float	
[2351]	2.87999987	0x20003934	float	
[2352]	2.87999987	0x20003938	float	
[2353]	2.87999987	0x2000393C	float	
[2354]	2.87999987	0x20003940	float	
[2355]	2.87999987	0x20003944	float	
[2356]	2.87999987	0x20003948	float	
[2357]	2.87999987	0x2000394C	float	
[2358]	2.87999987	0x20003950	float	
[2359]	2.87999987	0x20003954	float	
[2360]	2.87999987	0x20003958	float	
[2361]	2.87999987	0x2000395C	float	
[2362]	2.87999987	0x20003960	float	
[2363]	2.87999987	0x20003964	float	
[2364]	2.87999987	0x20003968	float	
[2365]	2.87999987	0x2000396C	float	
[2366]	2.87999987	0x20003970	float	
[2367]	2.87999987	0x20003974	float	
[2368]	2.87999987	0x20003978	float	
[2369]	2.87999987	0x2000397C	float	
[2370]	2.87999987	0x20003980	float	
[2371]	2.87999987	0x20003984	float	
[2372]	2.87999987	0x20003988	float	
[2373]	2.87999987	0x2000398C	float	
[2374]	2.87999987	0x20003990	float	
[2375]	2.87999987	0x20003994	float	
[2376]	2.87999987	0x20003998	float	
[2377]	2.87999987	0x2000399C	float	
[2378]	2.87999987	0x200039A0	float	
[2379]	2.87999987	0x200039A4	float	
[2380]	2.87999987	0x200039A8	float	
[2381]	2.87999987	0x200039AC	float	
[2382]	2.87999987	0x200039B0	float	
[2383]	2.87999987	0x200039B4	float	
[2384]	2.87999987	0x200039B8	float	
[2385]	2.87999987	0x200039BC	float	
[2386]	2.87999987	0x200039C0	float	
[2387]	2.87999987	0x200039C4	float	
[2388]	2.87999987	0x200039C8	float	
[2389]	2.87999987	0x200039CC	float	
[2390]	2.87999987	0x200039D0	float	
[2391]	2.87999987	0x200039D4	float	
[2392]	2.87999987	0x200039D8	float	
[2393]	2.87999987	0x200039DC	float	
[2394]	2.87999987	0x200039E0	float	
[2395]	2.87999987	0x200039E4	float	
[2396]	2.87999987	0x200039E8	float	
[2397]	2.87999987	0x200039EC	float	
[2398]	2.87999987	0x200039F0	float	
[2399]	2.87999987	0x200039F4	float	
[2400]	2.87999987	0x200039F8	float	
[2401]	2.87999987	0x200039FC	float	
[2402]	2.87999987	0x20003A00	float	
[2403]	2.86999988	0x20003A04	float	
[2404]	2.86999988	0x20003A08	float	
[2405]	2.86999988	0x20003A0C	float	
[2406]	2.86999988	0x20003A10	float	
[2407]	2.86999988	0x20003A14	float	
[2408]	2.86999988	0x20003A18	float	
[2409]	2.86999988	0x20003A1C	float	
[2410]	2.86999988	0x20003A20	float	
[2411]	2.86999988	0x20003A24	float	
[2412]	2.86999988	0x20003A28	float	
[2413]	2.86999988	0x20003A2C	float	
[2414]	2.86999988	0x20003A30	float	
[2415]	2.86999988	0x20003A34	float	
[2416]	2.86999988	0x20003A38	float	
[2417]	2.86999988	0x20003A3C	float	
[2418]	2.86999988	0x20003A40	float	
[2419]	2.86999988	0x20003A44	float	
[2420]	2.86999988	0x20003A48	float	
[2421]	2.86999988	0x20003A4C	float	
[2422]	2.86999988	0x20003A50	float	
[2423]	2.86999988	0x20003A54	float	
[2424]	2.86999988	0x20003A58	float	
[2425]	2.86999988	0x20003A5C	float	
[2426]	2.86999988	0x20003A60	float	
[2427]	2.86999988	0x20003A64	float	
[2428]	2.86999988	0x20003A68	float	
[2429]	2.86999988	0x20003A6C	float	
[2430]	2.86999988	0x20003A70	float	
[2431]	2.86999988	0x20003A74	float	
[2432]	2.86999988	0x20003A78	float	
[2433]	2.86999988	0x20003A7C	float	
[2434]	2.86999988	0x20003A80	float	
[2435]	2.86999988	0x20003A84	float	
[2436]	2.86999988	0x20003A88	float	
[2437]	2.86999988	0x20003A8C	float	
[2438]	2.86999988	0x20003A90	float	
[2439]	2.86999988	0x20003A94	float	
[2440]	2.86999988	0x20003A98	float	
[2441]	2.86999988	0x20003A9C	float	
[2442]	2.86999988	0x20003AA0	float	
[2443]	2.86999988	0x20003AA4	float	
[2444]	2.86999988	0x20003AA8	float	
[2445]	2.86999988	0x20003AAC	float	
[2446]	2.86999988	0x20003AB0	float	
[2447]	2.86999988	0x20003AB4	float	
[2448]	2.86999988	0x20003AB8	float	
[2449]	2.86999988	0x20003ABC	float	
[2450]	2.86999988	0x20003AC0	float	
[2451]	2.86999988	0x20003AC4	float	
[2452]	2.86999988	0x20003AC8	float	
[2453]	2.86999988	0x20003ACC	float	
[2454]	2.86999988	0x20003AD0	float	
[2455]	2.86999988	0x20003AD4	float	
[2456]	2.86999988	0x20003AD8	float	
[2457]	2.86999988	0x20003ADC	float	
[2458]	2.86999988	0x20003AE0	float	
[2459]	2.86999988	0x20003AE4	float	
[2460]	2.86999988	0x20003AE8	float	
[2461]	2.86999988	0x20003AEC	float	
[2462]	2.86999988	0x20003AF0	float	
[2463]	2.85999989	0x20003AF4	float	
[2464]	2.85999989	0x20003AF8	float	
[2465]	2.85999989	0x20003AFC	float	
[2466]	2.85999989	0x20003B00	float	
[2467]	2.85999989	0x20003B04	float	
[2468]	2.85999989	0x20003B08	float	
[2469]	2.85999989	0x20003B0C	float	
[2470]	2.85999989	0x20003B10	float	
[2471]	2.85999989	0x20003B14	float	
[2472]	2.85999989	0x20003B18	float	
[2473]	2.85999989	0x20003B1C	float	
[2474]	2.85999989	0x20003B20	float	
[2475]	2.85999989	0x20003B24	float	
[2476]	2.85999989	0x20003B28	float	
[2477]	2.85999989	0x20003B2C	float	
[2478]	2.85999989	0x20003B30	float	
[2479]	2.85999989	0x20003B34	float	
[2480]	2.85999989	0x20003B38	float	
[2481]	2.85999989	0x20003B3C	float	
[2482]	2.85999989	0x20003B40	float	
[2483]	2.85999989	0x20003B44	float	
[2484]	2.85999989	0x20003B48	float	
[2485]	2.85999989	0x20003B4C	float	
[2486]	2.85999989	0x20003B50	float	
[2487]	2.85999989	0x20003B54	float	
[2488]	2.85999989	0x20003B58	float	
[2489]	2.85999989	0x20003B5C	float	
[2490]	2.85999989	0x20003B60	float	
[2491]	2.85999989	0x20003B64	float	
[2492]	2.85999989	0x20003B68	float	
[2493]	2.85999989	0x20003B6C	float	
[2494]	2.85999989	0x20003B70	float	
[2495]	2.85999989	0x20003B74	float	
[2496]	2.85999989	0x20003B78	float	
[2497]	2.85999989	0x20003B7C	float	
[2498]	2.85999989	0x20003B80	float	
[2499]	2.85999989	0x20003B84	float	
[2500]	2.85999989	0x20003B88	float	
[2501]	2.85999989	0x20003B8C	float	
[2502]	2.85999989	0x20003B90	float	
[2503]	2.85999989	0x20003B94	float	
[2504]	2.85999989	0x20003B98	float	
[2505]	2.85999989	0x20003B9C	float	
[2506]	2.85999989	0x20003BA0	float	
[2507]	2.85999989	0x20003BA4	float	
[2508]	2.85999989	0x20003BA8	float	
[2509]	2.85999989	0x20003BAC	float	
[2510]	2.85999989	0x20003BB0	float	
[2511]	2.85999989	0x20003BB4	float	
[2512]	2.85999989	0x20003BB8	float	
[2513]	2.85999989	0x20003BBC	float	
[2514]	2.85999989	0x20003BC0	float	
[2515]	2.85999989	0x20003BC4	float	
[2516]	2.85999989	0x20003BC8	float	
[2517]	2.85999989	0x20003BCC	float	
[2518]	2.85999989	0x20003BD0	float	
[2519]	2.85999989	0x20003BD4	float	
[2520]	2.85999989	0x20003BD8	float	
[2521]	2.85999989	0x20003BDC	float	
[2522]	2.85999989	0x20003BE0	float	
[2523]	2.85999989	0x20003BE4	float	
[2524]	2.85999989	0x20003BE8	float	
[2525]	2.85999989	0x20003BEC	float	
[2526]	2.85999989	0x20003BF0	float	
[2527]	2.85999989	0x20003BF4	float	
[2528]	2.85999989	0x20003BF8	float	
[2529]	2.85999989	0x20003BFC	float	
[2530]	2.85999989	0x20003C00	float	
[2531]	2.85999989	0x20003C04	float	
[2532]	2.85999989	0x20003C08	float	
[2533]	2.85999989	0x20003C0C	float	
[2534]	2.8499999044	0x20003C10	float	
[2535]	2.8499999044	0x20003C14	float	
[2536]	2.8499999044	0x20003C18	float	
[2537]	2.8499999044	0x20003C1C	float	
[2538]	2.8499999044	0x20003C20	float	
[2539]	2.8499999044	0x20003C24	float	
[2540]	2.8499999044	0x20003C28	float	
[2541]	2.8499999044	0x20003C2C	float	
[2542]	2.8499999044	0x20003C30	float	
[2543]	2.8499999044	0x20003C34	float	
[2544]	2.8499999044	0x20003C38	float	
[2545]	2.8499999044	0x20003C3C	float	
[2546]	2.8499999044	0x20003C40	float	
[2547]	2.8499999044	0x20003C44	float	
[2548]	2.8499999044	0x20003C48	float	
[2549]	2.8499999044	0x20003C4C	float	
[2550]	2.8499999044	0x20003C50	float	
[2551]	2.8499999044	0x20003C54	float	
[2552]	2.8499999044	0x20003C58	float	
[2553]	2.8499999044	0x20003C5C	float	
[2554]	2.8499999044	0x20003C60	float	
[2555]	2.8499999044	0x20003C64	float	
[2556]	2.8499999044	0x20003C68	float	
[2557]	2.8499999044	0x20003C6C	float	
[2558]	2.8499999044	0x20003C70	float	
[2559]	2.8499999044	0x20003C74	float	
[2560]	2.8499999044	0x20003C78	float	
[2561]	2.8499999044	0x20003C7C	float	
[2562]	2.8499999044	0x20003C80	float	
[2563]	2.8499999044	0x20003C84	float	
[2564]	2.8499999044	0x20003C88	float	
[2565]	2.8499999044	0x20003C8C	float	
[2566]	2.8499999044	0x20003C90	float	
[2567]	2.8499999044	0x20003C94	float	
[2568]	2.8499999044	0x20003C98	float	
[2569]	2.8499999044	0x20003C9C	float	
[2570]	2.8499999044	0x20003CA0	float	
[2571]	2.8499999044	0x20003CA4	float	
[2572]	2.8499999044	0x20003CA8	float	
[2573]	2.8499999044	0x20003CAC	float	
[2574]	2.8499999044	0x20003CB0	float	
[2575]	2.8499999044	0x20003CB4	float	
[2576]	2.8499999044	0x20003CB8	float	
[2577]	2.8499999044	0x20003CBC	float	
[2578]	2.8499999044	0x20003CC0	float	
[2579]	2.8499999044	0x20003CC4	float	
[2580]	2.8499999044	0x20003CC8	float	
[2581]	2.8499999044	0x20003CCC	float	
[2582]	2.8499999044	0x20003CD0	float	
[2583]	2.8499999044	0x20003CD4	float	
[2584]	2.8499999044	0x20003CD8	float	
[2585]	2.8499999044	0x20003CDC	float	
[2586]	2.8499999044	0x20003CE0	float	
[2587]	2.8499999044	0x20003CE4	float	
[2588]	2.8499999044	0x20003CE8	float	
[2589]	2.8499999044	0x20003CEC	float	
[2590]	2.8499999044	0x20003CF0	float	
[2591]	2.8499999044	0x20003CF4	float	
[2592]	2.8499999044	0x20003CF8	float	
[2593]	2.8499999044	0x20003CFC	float	
[2594]	2.8499999044	0x20003D00	float	
[2595]	2.8499999044	0x20003D04	float	
[2596]	2.8499999044	0x20003D08	float	
[2597]	2.8499999044	0x20003D0C	float	
[2598]	2.8499999044	0x20003D10	float	
[2599]	2.8499999044	0x20003D14	float	
[2600]	2.8499999044	0x20003D18	float	
[2601]	2.8499999044	0x20003D1C	float	
[2602]	2.8499999044	0x20003D20	float	
[2603]	2.8499999044	0x20003D24	float	
[2604]	2.8499999044	0x20003D28	float	
[2605]	2.8499999044	0x20003D2C	float	
[2606]	2.8499999044	0x20003D30	float	
[2607]	2.8499999044	0x20003D34	float	
[2608]	2.8499999044	0x20003D38	float	
[2609]	2.8499999044	0x20003D3C	float	
[2610]	2.8499999044	0x20003D40	float	
[2611]	2.8499999044	0x20003D44	float	
[2612]	2.8499999044	0x20003D48	float	
[2613]	2.8499999044	0x20003D4C	float	
[2614]	2.8499999044	0x20003D50	float	
[2615]	2.8499999044	0x20003D54	float	
[2616]	2.8499999044	0x20003D58	float	
[2617]	2.8499999044	0x20003D5C	float	
[2618]	2.8499999044	0x20003D60	float	
[2619]	2.8499999044	0x20003D64	float	
[2620]	2.8499999044	0x20003D68	float	
[2621]	2.8499999044	0x20003D6C	float	
[2622]	2.8499999044	0x20003D70	float	
[2623]	2.8499999044	0x20003D74	float	
